Total accesses: 7086622
Frames	Miss Rate
990	0.080864
991	0.080815
992	0.080762
993	0.080705
994	0.080650
995	0.080595
996	0.080547
997	0.080492
998	0.080439
999	0.080384
1000	0.080326
1001	0.080268
1002	0.080214
1003	0.080162
1004	0.080109
1005	0.080052
1006	0.079994
1007	0.079935
1008	0.079875
1009	0.079822
1010	0.079769
1011	0.079714
1012	0.079662
1013	0.079610
1014	0.079553
1015	0.079501
1016	0.079446
1017	0.079393
1018	0.079338
1019	0.079280
1020	0.079227
1021	0.079172
1022	0.079121
1023	0.079072
1024	0.079016
1025	0.078964
1026	0.078914
1027	0.078860
1028	0.078809
1029	0.078757
1030	0.078704
1031	0.078654
1032	0.078603
1033	0.078544
1034	0.078490
1035	0.078438
1036	0.078385
1037	0.078333
1038	0.078278
1039	0.078222
1040	0.078170
1041	0.078118
1042	0.078068
1043	0.078014
1044	0.077962
1045	0.077909
1046	0.077848
1047	0.077792
1048	0.077739
1049	0.077684
1050	0.077630
1051	0.077579
1052	0.077526
1053	0.077477
1054	0.077427
1055	0.077373
1056	0.077321
1057	0.077268
1058	0.077217
1059	0.077164
1060	0.077113
1061	0.077056
1062	0.077002
1063	0.076946
1064	0.076892
1065	0.076837
1066	0.076787
1067	0.076730
1068	0.076675
1069	0.076623
1070	0.076570
1071	0.076516
1072	0.076463
1073	0.076408
1074	0.076353
1075	0.076300
1076	0.076248
1077	0.076193
1078	0.076135
1079	0.076072
1080	0.076009
1081	0.075951
1082	0.075897
1083	0.075838
1084	0.075784
1085	0.075728
1086	0.075670
1087	0.075615
1088	0.075563
1089	0.075513
1090	0.075461
1091	0.075407
1092	0.075351
1093	0.075295
1094	0.075235
1095	0.075173
1096	0.075113
1097	0.075052
1098	0.074999
1099	0.074946
1100	0.074896
1101	0.074843
1102	0.074787
1103	0.074736
1104	0.074684
1105	0.074631
1106	0.074577
1107	0.074529
1108	0.074479
1109	0.074434
1110	0.074390
1111	0.074342
1112	0.074297
1113	0.074245
1114	0.074195
1115	0.074143
1116	0.074094
1117	0.074048
1118	0.074001
1119	0.073951
1120	0.073904
1121	0.073852
1122	0.073800
1123	0.073755
1124	0.073704
1125	0.073652
1126	0.073603
1127	0.073556
1128	0.073498
1129	0.073451
1130	0.073404
1131	0.073355
1132	0.073311
1133	0.073262
1134	0.073211
1135	0.073165
1136	0.073123
1137	0.073079
1138	0.073030
1139	0.072978
1140	0.072932
1141	0.072882
1142	0.072831
1143	0.072777
1144	0.072728
1145	0.072680
1146	0.072628
1147	0.072580
1148	0.072528
1149	0.072481
1150	0.072434
1151	0.072389
1152	0.072343
1153	0.072295
1154	0.072244
1155	0.072195
1156	0.072141
1157	0.072090
1158	0.072041
1159	0.071991
1160	0.071943
1161	0.071896
1162	0.071850
1163	0.071798
1164	0.071749
1165	0.071702
1166	0.071653
1167	0.071609
1168	0.071561
1169	0.071519
1170	0.071476
1171	0.071428
1172	0.071385
1173	0.071338
1174	0.071290
1175	0.071245
1176	0.071199
1177	0.071153
1178	0.071107
1179	0.071061
1180	0.071014
1181	0.070971
1182	0.070923
1183	0.070878
1184	0.070831
1185	0.070784
1186	0.070739
1187	0.070699
1188	0.070650
1189	0.070605
1190	0.070558
1191	0.070516
1192	0.070470
1193	0.070421
1194	0.070378
1195	0.070331
1196	0.070282
1197	0.070234
1198	0.070190
1199	0.070144
1200	0.070099
1201	0.070055
1202	0.070012
1203	0.069972
1204	0.069923
1205	0.069881
1206	0.069839
1207	0.069794
1208	0.069753
1209	0.069710
1210	0.069670
1211	0.069629
1212	0.069587
1213	0.069542
1214	0.069498
1215	0.069453
1216	0.069410
1217	0.069363
1218	0.069316
1219	0.069270
1220	0.069225
1221	0.069183
1222	0.069140
1223	0.069094
1224	0.069051
1225	0.069010
1226	0.068967
1227	0.068926
1228	0.068885
1229	0.068845
1230	0.068804
1231	0.068760
1232	0.068717
1233	0.068677
1234	0.068634
1235	0.068594
1236	0.068553
1237	0.068508
1238	0.068468
1239	0.068425
1240	0.068379
1241	0.068335
1242	0.068293
1243	0.068251
1244	0.068210
1245	0.068171
1246	0.068130
1247	0.068088
1248	0.068048
1249	0.068008
1250	0.067970
1251	0.067929
1252	0.067890
1253	0.067850
1254	0.067805
1255	0.067760
1256	0.067721
1257	0.067684
1258	0.067644
1259	0.067601
1260	0.067559
1261	0.067522
1262	0.067483
1263	0.067446
1264	0.067403
1265	0.067366
1266	0.067325
1267	0.067287
1268	0.067250
1269	0.067215
1270	0.067182
1271	0.067145
1272	0.067104
1273	0.067066
1274	0.067026
1275	0.066984
1276	0.066944
1277	0.066906
1278	0.066867
1279	0.066826
1280	0.066782
1281	0.066740
1282	0.066701
1283	0.066666
1284	0.066629
1285	0.066593
1286	0.066555
1287	0.066519
1288	0.066485
1289	0.066446
1290	0.066409
1291	0.066373
1292	0.066335
1293	0.066304
1294	0.066264
1295	0.066224
1296	0.066188
1297	0.066151
1298	0.066112
1299	0.066075
1300	0.066038
1301	0.065996
1302	0.065960
1303	0.065919
1304	0.065878
1305	0.065841
1306	0.065805
1307	0.065766
1308	0.065731
1309	0.065693
1310	0.065654
1311	0.065618
1312	0.065581
1313	0.065545
1314	0.065509
1315	0.065473
1316	0.065437
1317	0.065398
1318	0.065360
1319	0.065325
1320	0.065292
1321	0.065259
1322	0.065223
1323	0.065187
1324	0.065149
1325	0.065112
1326	0.065075
1327	0.065042
1328	0.065004
1329	0.064968
1330	0.064936
1331	0.064900
1332	0.064866
1333	0.064832
1334	0.064795
1335	0.064760
1336	0.064723
1337	0.064692
1338	0.064654
1339	0.064616
1340	0.064578
1341	0.064540
1342	0.064500
1343	0.064460
1344	0.064421
1345	0.064387
1346	0.064345
1347	0.064308
1348	0.064274
1349	0.064239
1350	0.064206
1351	0.064170
1352	0.064134
1353	0.064095
1354	0.064055
1355	0.064017
1356	0.063981
1357	0.063942
1358	0.063908
1359	0.063874
1360	0.063834
1361	0.063800
1362	0.063763
1363	0.063729
1364	0.063690
1365	0.063654
1366	0.063611
1367	0.063577
1368	0.063543
1369	0.063505
1370	0.063466
1371	0.063431
1372	0.063394
1373	0.063356
1374	0.063319
1375	0.063278
1376	0.063243
1377	0.063206
1378	0.063170
1379	0.063132
1380	0.063095
1381	0.063060
1382	0.063020
1383	0.062979
1384	0.062945
1385	0.062908
1386	0.062874
1387	0.062840
1388	0.062804
1389	0.062768
1390	0.062729
1391	0.062693
1392	0.062653
1393	0.062616
1394	0.062579
1395	0.062544
1396	0.062506
1397	0.062469
1398	0.062432
1399	0.062396
1400	0.062361
1401	0.062329
1402	0.062293
1403	0.062253
1404	0.062216
1405	0.062177
1406	0.062142
1407	0.062106
1408	0.062070
1409	0.062033
1410	0.061997
1411	0.061962
1412	0.061931
1413	0.061891
1414	0.061855
1415	0.061821
1416	0.061783
1417	0.061749
1418	0.061709
1419	0.061672
1420	0.061639
1421	0.061605
1422	0.061568
1423	0.061528
1424	0.061493
1425	0.061460
1426	0.061424
1427	0.061390
1428	0.061359
1429	0.061323
1430	0.061289
1431	0.061257
1432	0.061226
1433	0.061194
1434	0.061158
1435	0.061127
1436	0.061094
1437	0.061059
1438	0.061028
1439	0.060990
1440	0.060954
1441	0.060921
1442	0.060891
1443	0.060856
1444	0.060825
1445	0.060792
1446	0.060761
1447	0.060728
1448	0.060688
1449	0.060653
1450	0.060620
1451	0.060580
1452	0.060546
1453	0.060512
1454	0.060478
1455	0.060443
1456	0.060409
1457	0.060375
1458	0.060342
1459	0.060307
1460	0.060270
1461	0.060240
1462	0.060204
1463	0.060172
1464	0.060140
1465	0.060108
1466	0.060075
1467	0.060039
1468	0.060001
1469	0.059971
1470	0.059937
1471	0.059906
1472	0.059874
1473	0.059841
1474	0.059808
1475	0.059775
1476	0.059739
1477	0.059708
1478	0.059677
1479	0.059644
1480	0.059608
1481	0.059577
1482	0.059545
1483	0.059514
1484	0.059478
1485	0.059448
1486	0.059418
1487	0.059385
1488	0.059352
1489	0.059316
1490	0.059282
1491	0.059251
1492	0.059221
1493	0.059190
1494	0.059159
1495	0.059127
1496	0.059095
1497	0.059061
1498	0.059030
1499	0.059003
1500	0.058975
1501	0.058940
1502	0.058914
1503	0.058883
1504	0.058848
1505	0.058814
1506	0.058782
1507	0.058750
1508	0.058720
1509	0.058685
1510	0.058648
1511	0.058616
1512	0.058581
1513	0.058548
1514	0.058517
1515	0.058485
1516	0.058452
1517	0.058420
1518	0.058385
1519	0.058353
1520	0.058322
1521	0.058290
1522	0.058259
1523	0.058228
1524	0.058195
1525	0.058163
1526	0.058135
1527	0.058102
1528	0.058068
1529	0.058034
1530	0.058001
1531	0.057970
1532	0.057941
1533	0.057907
1534	0.057869
1535	0.057831
1536	0.057795
1537	0.057760
1538	0.057728
1539	0.057694
1540	0.057661
1541	0.057627
1542	0.057596
1543	0.057560
1544	0.057526
1545	0.057495
1546	0.057463
1547	0.057431
1548	0.057398
1549	0.057368
1550	0.057336
1551	0.057305
1552	0.057271
1553	0.057239
1554	0.057207
1555	0.057173
1556	0.057143
1557	0.057110
1558	0.057080
1559	0.057050
1560	0.057021
1561	0.056989
1562	0.056956
1563	0.056922
1564	0.056891
1565	0.056856
1566	0.056824
1567	0.056789
1568	0.056757
1569	0.056726
1570	0.056698
1571	0.056665
1572	0.056635
1573	0.056608
1574	0.056581
1575	0.056547
1576	0.056517
1577	0.056484
1578	0.056453
1579	0.056416
1580	0.056385
1581	0.056354
1582	0.056325
1583	0.056298
1584	0.056265
1585	0.056236
1586	0.056204
1587	0.056174
1588	0.056146
1589	0.056115
1590	0.056088
1591	0.056060
1592	0.056032
1593	0.055998
1594	0.055962
1595	0.055932
1596	0.055905
1597	0.055874
1598	0.055839
1599	0.055807
1600	0.055776
1601	0.055744
1602	0.055713
1603	0.055682
1604	0.055646
1605	0.055615
1606	0.055585
1607	0.055553
1608	0.055524
1609	0.055497
1610	0.055469
1611	0.055437
1612	0.055406
1613	0.055378
1614	0.055348
1615	0.055316
1616	0.055285
1617	0.055254
1618	0.055222
1619	0.055189
1620	0.055160
1621	0.055133
1622	0.055107
1623	0.055081
1624	0.055051
1625	0.055020
1626	0.054988
1627	0.054953
1628	0.054926
1629	0.054896
1630	0.054866
1631	0.054834
1632	0.054799
1633	0.054765
1634	0.054734
1635	0.054706
1636	0.054672
1637	0.054640
1638	0.054610
1639	0.054581
1640	0.054552
1641	0.054521
1642	0.054490
1643	0.054458
1644	0.054425
1645	0.054393
1646	0.054363
1647	0.054334
1648	0.054301
1649	0.054270
1650	0.054240
1651	0.054208
1652	0.054181
1653	0.054153
1654	0.054125
1655	0.054097
1656	0.054069
1657	0.054041
1658	0.054009
1659	0.053979
1660	0.053950
1661	0.053918
1662	0.053888
1663	0.053855
1664	0.053827
1665	0.053797
1666	0.053767
1667	0.053734
1668	0.053704
1669	0.053676
1670	0.053647
1671	0.053611
1672	0.053579
1673	0.053547
1674	0.053512
1675	0.053480
1676	0.053448
1677	0.053420
1678	0.053392
1679	0.053362
1680	0.053336
1681	0.053311
1682	0.053279
1683	0.053249
1684	0.053216
1685	0.053188
1686	0.053156
1687	0.053121
1688	0.053090
1689	0.053061
1690	0.053031
1691	0.053005
1692	0.052976
1693	0.052944
1694	0.052918
1695	0.052890
1696	0.052861
1697	0.052831
1698	0.052803
1699	0.052773
1700	0.052744
1701	0.052719
1702	0.052690
1703	0.052660
1704	0.052633
1705	0.052605
1706	0.052576
1707	0.052547
1708	0.052517
1709	0.052486
1710	0.052457
1711	0.052429
1712	0.052398
1713	0.052371
1714	0.052337
1715	0.052309
1716	0.052277
1717	0.052249
1718	0.052219
1719	0.052188
1720	0.052161
1721	0.052126
1722	0.052096
1723	0.052064
1724	0.052032
1725	0.052002
1726	0.051971
1727	0.051941
1728	0.051908
1729	0.051877
1730	0.051846
1731	0.051810
1732	0.051775
1733	0.051744
1734	0.051711
1735	0.051681
1736	0.051653
1737	0.051623
1738	0.051590
1739	0.051557
1740	0.051527
1741	0.051493
1742	0.051464
1743	0.051433
1744	0.051403
1745	0.051371
1746	0.051341
1747	0.051312
1748	0.051279
1749	0.051252
1750	0.051224
1751	0.051194
1752	0.051164
1753	0.051127
1754	0.051095
1755	0.051062
1756	0.051028
1757	0.050989
1758	0.050955
1759	0.050924
1760	0.050892
1761	0.050862
1762	0.050835
1763	0.050801
1764	0.050773
1765	0.050742
1766	0.050714
1767	0.050681
1768	0.050651
1769	0.050621
1770	0.050588
1771	0.050556
1772	0.050523
1773	0.050491
1774	0.050459
1775	0.050428
1776	0.050404
1777	0.050374
1778	0.050343
1779	0.050316
1780	0.050284
1781	0.050255
1782	0.050225
1783	0.050195
1784	0.050168
1785	0.050135
1786	0.050105
1787	0.050071
1788	0.050039
1789	0.050010
1790	0.049982
1791	0.049953
1792	0.049921
1793	0.049888
1794	0.049855
1795	0.049825
1796	0.049794
1797	0.049767
1798	0.049739
1799	0.049708
1800	0.049679
1801	0.049646
1802	0.049613
1803	0.049583
1804	0.049552
1805	0.049516
1806	0.049488
1807	0.049458
1808	0.049427
1809	0.049395
1810	0.049365
1811	0.049335
1812	0.049303
1813	0.049275
1814	0.049246
1815	0.049218
1816	0.049180
1817	0.049151
1818	0.049123
1819	0.049093
1820	0.049061
1821	0.049032
1822	0.049005
1823	0.048978
1824	0.048952
1825	0.048925
1826	0.048896
1827	0.048870
1828	0.048845
1829	0.048823
1830	0.048797
1831	0.048768
1832	0.048747
1833	0.048719
1834	0.048691
1835	0.048662
1836	0.048638
1837	0.048614
1838	0.048591
1839	0.048567
1840	0.048547
1841	0.048527
1842	0.048502
1843	0.048478
1844	0.048454
1845	0.048430
1846	0.048404
1847	0.048379
1848	0.048357
1849	0.048329
1850	0.048302
1851	0.048276
1852	0.048249
1853	0.048222
1854	0.048196
1855	0.048168
1856	0.048141
1857	0.048117
1858	0.048090
1859	0.048063
1860	0.048032
1861	0.048007
1862	0.047975
1863	0.047948
1864	0.047924
1865	0.047898
1866	0.047871
